x        m             v        
 27.49   27.061082618   1.001924271 
 27.50   27.071101856   1.001923423 
 27.51   27.081121086   1.001922577 
 27.52   27.091140308   1.001921731 
 27.53   27.101159521   1.001920886 
 27.54   27.111178726   1.001920042 
 27.55   27.121197922   1.001919198 
 27.56   27.131217110   1.001918355 
 27.57   27.141236289   1.001917513 
 27.58   27.151255460   1.001916672 
 27.59   27.161274622   1.001915831 
 27.60   27.171293776   1.001914991 
 27.61   27.181312922   1.001914151 
 27.62   27.191332059   1.001913313 
 27.63   27.201351188   1.001912475 
 27.64   27.211370309   1.001911637 
 27.65   27.221389421   1.001910801 
 27.66   27.231408525   1.001909965 
 27.67   27.241427620   1.001909130 
 27.68   27.251446708   1.001908295 
 27.69   27.261465786   1.001907461 
 27.70   27.271484857   1.001906628 
 27.71   27.281503919   1.001905795 
 27.72   27.291522973   1.001904964 
 27.73   27.301542018   1.001904132 
 27.74   27.311561055   1.001903302 
 27.75   27.321580084   1.001902472 
 27.76   27.331599105   1.001901643 
 27.77   27.341618117   1.001900815 
 27.78   27.351637121   1.001899987 
 27.79   27.361656117   1.001899160 
 27.80   27.371675104   1.001898334 
 27.81   27.381694084   1.001897508 
 27.82   27.391713054   1.001896683 
 27.83   27.401732017   1.001895859 
 27.84   27.411750972   1.001895035 
 27.85   27.421769918   1.001894212 
 27.86   27.431788856   1.001893390 
 27.87   27.441807786   1.001892568 
 27.88   27.451826707   1.001891747 
 27.89   27.461845621   1.001890927 
 27.90   27.471864526   1.001890108 
 27.91   27.481883423   1.001889289 
 27.92   27.491902312   1.001888470 
 27.93   27.501921192   1.001887653 
 27.94   27.511940065   1.001886836 
 27.95   27.521958929   1.001886020 
 27.96   27.531977785   1.001885204 
 27.97   27.541996633   1.001884389 
 27.98   27.552015473   1.001883575 
 27.99   27.562034305   1.001882762 
 28.00   27.572053128   1.001881949 
 28.01   27.582071943   1.001881136 
 28.02   27.592090751   1.001880325 
 28.03   27.602109550   1.001879514 
 28.04   27.612128341   1.001878704 
 28.05   27.622147124   1.001877894 
 28.06   27.632165899   1.001877085 
 28.07   27.642184666   1.001876277 
 28.08   27.652203425   1.001875469 
 28.09   27.662222175   1.001874662 
 28.10   27.672240918   1.001873856 
 28.11   27.682259652   1.001873050 
 28.12   27.692278379   1.001872245 
 28.13   27.702297097   1.001871441 
 28.14   27.712315808   1.001870637 
 28.15   27.722334510   1.001869834 
 28.16   27.732353204   1.001869032 
 28.17   27.742371891   1.001868230 
 28.18   27.752390569   1.001867429 
 28.19   27.762409239   1.001866629 
 28.20   27.772427901   1.001865829 
 28.21   27.782446556   1.001865030 
 28.22   27.792465202   1.001864231 
 28.23   27.802483840   1.001863434 
 28.24   27.812502471   1.001862636 
 28.25   27.822521093   1.001861840 
 28.26   27.832539708   1.001861044 
 28.27   27.842558314   1.001860249 
 28.28   27.852576913   1.001859454 
 28.29   27.862595503   1.001858660 
 28.30   27.872614086   1.001857867 
 28.31   27.882632660   1.001857074 
 28.32   27.892651227   1.001856282 
 28.33   27.902669786   1.001855491 
 28.34   27.912688337   1.001854700 
 28.35   27.922706880   1.001853910 
 28.36   27.932725415   1.001853120 
 28.37   27.942743942   1.001852331 
 28.38   27.952762462   1.001851543 
 28.39   27.962780973   1.001850755 
 28.40   27.972799477   1.001849968 
 28.41   27.982817973   1.001849182 
 28.42   27.992836461   1.001848396 
 28.43   28.002854941   1.001847611 
 28.44   28.012873413   1.001846827 
 28.45   28.022891877   1.001846043 
 28.46   28.032910334   1.001845260 
 28.47   28.042928782   1.001844477 
 28.48   28.052947223   1.001843695 
 28.49   28.062965656   1.001842914 
 28.50   28.072984082   1.001842134 
 28.51   28.083002499   1.001841353 
 28.52   28.093020909   1.001840574 
 28.53   28.103039310   1.001839795 
 28.54   28.113057704   1.001839017 
 28.55   28.123076091   1.001838240 
 28.56   28.133094469   1.001837463 
 28.57   28.143112840   1.001836686 
 28.58   28.153131203   1.001835911 
 28.59   28.163149558   1.001835136 
 28.60   28.173167906   1.001834361 
 28.61   28.183186245   1.001833587 
 28.62   28.193204577   1.001832814 
 28.63   28.203222902   1.001832041 
 28.64   28.213241218   1.001831269 
 28.65   28.223259527   1.001830498 
 28.66   28.233277828   1.001829727 
 28.67   28.243296122   1.001828957 
 28.68   28.253314407   1.001828188 
 28.69   28.263332685   1.001827419 
 28.70   28.273350956   1.001826650 
 28.71   28.283369218   1.001825883 
 28.72   28.293387473   1.001825116 
 28.73   28.303405721   1.001824349 
 28.74   28.313423960   1.001823583 
 28.75   28.323442192   1.001822818 
 28.76   28.333460417   1.001822053 
 28.77   28.343478634   1.001821289 
 28.78   28.353496843   1.001820526 
 28.79   28.363515044   1.001819763 
 28.80   28.373533238   1.001819001 
 28.81   28.383551424   1.001818239 
 28.82   28.393569603   1.001817478 
 28.83   28.403587774   1.001816718 
 28.84   28.413605937   1.001815958 
 28.85   28.423624093   1.001815199 
 28.86   28.433642241   1.001814440 
 28.87   28.443660382   1.001813682 
 28.88   28.453678515   1.001812925 
 28.89   28.463696640   1.001812168 
 28.90   28.473714758   1.001811412 
 28.91   28.483732868   1.001810656 
 28.92   28.493750971   1.001809901 
 28.93   28.503769066   1.001809147 
 28.94   28.513787154   1.001808393 
 28.95   28.523805234   1.001807640 
 28.96   28.533823307   1.001806887 
 28.97   28.543841372   1.001806135 
 28.98   28.553859430   1.001805383 
 28.99   28.563877480   1.001804633 
 29.00   28.573895522   1.001803882 
 29.01   28.583913557   1.001803133 
 29.02   28.593931585   1.001802383 
 29.03   28.603949605   1.001801635 
 29.04   28.613967618   1.001800887 
 29.05   28.623985623   1.001800140 
 29.06   28.634003620   1.001799393 
 29.07   28.644021611   1.001798647 
 29.08   28.654039593   1.001797901 
 29.09   28.664057569   1.001797156 
 29.10   28.674075536   1.001796412 
 29.11   28.684093497   1.001795668 
 29.12   28.694111450   1.001794925 
 29.13   28.704129395   1.001794182 
 29.14   28.714147333   1.001793440 
 29.15   28.724165264   1.001792698 
 29.16   28.734183187   1.001791958 
 29.17   28.744201103   1.001791217 
 29.18   28.754219012   1.001790477 
 29.19   28.764236913   1.001789738 
 29.20   28.774254806   1.001789000 
 29.21   28.784272693   1.001788262 
 29.22   28.794290572   1.001787524 
 29.23   28.804308443   1.001786787 
 29.24   28.814326307   1.001786051 
 29.25   28.824344164   1.001785315 
 29.26   28.834362014   1.001784580 
 29.27   28.844379856   1.001783845 
 29.28   28.854397691   1.001783111 
 29.29   28.864415518   1.001782378 
 29.30   28.874433338   1.001781645 
 29.31   28.884451151   1.001780913 
 29.32   28.894468957   1.001780181 
 29.33   28.904486755   1.001779450 
 29.34   28.914504545   1.001778719 
 29.35   28.924522329   1.001777989 
 29.36   28.934540105   1.001777260 
 29.37   28.944557874   1.001776531 
 29.38   28.954575636   1.001775802 
 29.39   28.964593390   1.001775075 
 29.40   28.974611137   1.001774347 
 29.41   28.984628877   1.001773621 
 29.42   28.994646610   1.001772895 
 29.43   29.004664335   1.001772169 
 29.44   29.014682053   1.001771444 
 29.45   29.024699764   1.001770720 
 29.46   29.034717468   1.001769996 
 29.47   29.044735164   1.001769273 
 29.48   29.054752853   1.001768550 
 29.49   29.064770535   1.001767828 
 29.50   29.074788210   1.001767106 
 29.51   29.084805877   1.001766385 
 29.52   29.094823537   1.001765665 
 29.53   29.104841190   1.001764945 
 29.54   29.114858836   1.001764225 
 29.55   29.124876475   1.001763507 
 29.56   29.134894106   1.001762788 
 29.57   29.144911731   1.001762071 
 29.58   29.154929348   1.001761353 
 29.59   29.164946958   1.001760637 
 29.60   29.174964561   1.001759921 
 29.61   29.184982156   1.001759205 
 29.62   29.194999745   1.001758490 
 29.63   29.205017326   1.001757776 
 29.64   29.215034900   1.001757062 
 29.65   29.225052467   1.001756349 
 29.66   29.235070027   1.001755636 
 29.67   29.245087580   1.001754924 
 29.68   29.255105126   1.001754212 
 29.69   29.265122664   1.001753501 
 29.70   29.275140196   1.001752790 
 29.71   29.285157720   1.001752080 
 29.72   29.295175237   1.001751371 
 29.73   29.305192747   1.001750662 
 29.74   29.315210250   1.001749953 
 29.75   29.325227746   1.001749246 
 29.76   29.335245235   1.001748538 
 29.77   29.345262717   1.001747831 
 29.78   29.355280192   1.001747125 
 29.79   29.365297660   1.001746419 
 29.80   29.375315120   1.001745714 
 29.81   29.385332574   1.001745010 
 29.82   29.395350021   1.001744306 
 29.83   29.405367460   1.001743602 
 29.84   29.415384893   1.001742899 
 29.85   29.425402318   1.001742197 
 29.86   29.435419737   1.001741495 
 29.87   29.445437148   1.001740793 
 29.88   29.455454552   1.001740092 
 29.89   29.465471950   1.001739392 
 29.90   29.475489340   1.001738692 
 29.91   29.485506724   1.001737993 
 29.92   29.495524100   1.001737294 
 29.93   29.505541470   1.001736596 
 29.94   29.515558832   1.001735898 
 29.95   29.525576188   1.001735201 
 29.96   29.535593536   1.001734505 
 29.97   29.545610878   1.001733808 
 29.98   29.555628212   1.001733113 
 29.99   29.565645540   1.001732418 
 30.00   29.575662861   1.001731723 
 30.01   29.585680174   1.001731029 
 30.02   29.595697481   1.001730336 
 30.03   29.605714781   1.001729643 
 30.04   29.615732074   1.001728951 
 30.05   29.625749360   1.001728259 
 30.06   29.635766639   1.001727567 
 30.07   29.645783911   1.001726876 
 30.08   29.655801177   1.001726186 
 30.09   29.665818435   1.001725496 
 30.10   29.675835687   1.001724807 
 30.11   29.685852931   1.001724118 
 30.12   29.695870169   1.001723430 
 30.13   29.705887400   1.001722742 
 30.14   29.715904624   1.001722055 
 30.15   29.725921841   1.001721369 
 30.16   29.735939051   1.001720682 
 30.17   29.745956255   1.001719997 
 30.18   29.755973451   1.001719312 
 30.19   29.765990641   1.001718627 
 30.20   29.776007824   1.001717943 
 30.21   29.786025000   1.001717259 
 30.22   29.796042169   1.001716576 
 30.23   29.806059331   1.001715894 
 30.24   29.816076487   1.001715212 
 30.25   29.826093636   1.001714530 
 30.26   29.836110777   1.001713849 
 30.27   29.846127913   1.001713169 
 30.28   29.856145041   1.001712489 
 30.29   29.866162162   1.001711809 
 30.30   29.876179277   1.001711130 
 30.31   29.886196385   1.001710452 
 30.32   29.896213486   1.001709774 
 30.33   29.906230580   1.001709096 
 30.34   29.916247668   1.001708420 
 30.35   29.926264749   1.001707743 
 30.36   29.936281823   1.001707067 
 30.37   29.946298890   1.001706392 
 30.38   29.956315951   1.001705717 
 30.39   29.966333004   1.001705042 
 30.40   29.976350052   1.001704369 
 30.41   29.986367092   1.001703695 
 30.42   29.996384125   1.001703022 
 30.43   30.006401152   1.001702350 
 30.44   30.016418172   1.001701678 
 30.45   30.026435186   1.001701007 
 30.46   30.036452193   1.001700336 
 30.47   30.046469193   1.001699665 
 30.48   30.056486186   1.001698996 
 30.49   30.066503172   1.001698326 
 30.50   30.076520152   1.001697657 
 30.51   30.086537126   1.001696989 
 30.52   30.096554092   1.001696321 
 30.53   30.106571052   1.001695654 
 30.54   30.116588005   1.001694987 
 30.55   30.126604952   1.001694320 
 30.56   30.136621892   1.001693654 
 30.57   30.146638825   1.001692989 
 30.58   30.156655751   1.001692324 
 30.59   30.166672671   1.001691660 
 30.60   30.176689585   1.001690996 
 30.61   30.186706491   1.001690332 
 30.62   30.196723391   1.001689669 
 30.63   30.206740285   1.001689007 
 30.64   30.216757171   1.001688345 
 30.65   30.226774052   1.001687683 
 30.66   30.236790925   1.001687023 
 30.67   30.246807792   1.001686362 
 30.68   30.256824652   1.001685702 
 30.69   30.266841506   1.001685043 
 30.70   30.276858353   1.001684384 
 30.71   30.286875194   1.001683725 
 30.72   30.296892028   1.001683067 
 30.73   30.306908855   1.001682409 
 30.74   30.316925676   1.001681752 
 30.75   30.326942490   1.001681096 
 30.76   30.336959298   1.001680440 
 30.77   30.346976099   1.001679784 
 30.78   30.356992893   1.001679129 
 30.79   30.367009681   1.001678474 
 30.80   30.377026463   1.001677820 
 30.81   30.387043238   1.001677166 
 30.82   30.397060006   1.001676513 
 30.83   30.407076768   1.001675860 
 30.84   30.417093523   1.001675208 
 30.85   30.427110272   1.001674556 
 30.86   30.437127015   1.001673905 
 30.87   30.447143750   1.001673254 
 30.88   30.457160480   1.001672604 
 30.89   30.467177202   1.001671954 
 30.90   30.477193919   1.001671305 
 30.91   30.487210629   1.001670656 
 30.92   30.497227332   1.001670007 
 30.93   30.507244029   1.001669360 
 30.94   30.517260719   1.001668712 
 30.95   30.527277403   1.001668065 
 30.96   30.537294080   1.001667419 
 30.97   30.547310751   1.001666773 
 30.98   30.557327416   1.001666127 
 30.99   30.567344074   1.001665482 
 31.00   30.577360725   1.001664837 
 31.01   30.587377371   1.001664193 
 31.02   30.597394009   1.001663549 
 31.03   30.607410642   1.001662906 
 31.04   30.617427267   1.001662263 
 31.05   30.627443887   1.001661621 
 31.06   30.637460500   1.001660979 
 31.07   30.647477106   1.001660338 
 31.08   30.657493707   1.001659697 
 31.09   30.667510300   1.001659057 
 31.10   30.677526888   1.001658417 
 31.11   30.687543469   1.001657777 
 31.12   30.697560043   1.001657138 
 31.13   30.707576612   1.001656500 
 31.14   30.717593173   1.001655862 
 31.15   30.727609729   1.001655224 
 31.16   30.737626278   1.001654587 
 31.17   30.747642821   1.001653950 
 31.18   30.757659357   1.001653314 
 31.19   30.767675887   1.001652678 
 31.20   30.777692410   1.001652043 
 31.21   30.787708928   1.001651408 
 31.22   30.797725439   1.001650774 
 31.23   30.807741943   1.001650140 
 31.24   30.817758441   1.001649507 
 31.25   30.827774933   1.001648874 
 31.26   30.837791419   1.001648241 
 31.27   30.847807898   1.001647609 
 31.28   30.857824371   1.001646978 
 31.29   30.867840838   1.001646346 
 31.30   30.877857298   1.001645716 
 31.31   30.887873752   1.001645085 
 31.32   30.897890200   1.001644456 
 31.33   30.907906641   1.001643826 
 31.34   30.917923076   1.001643198 
 31.35   30.927939505   1.001642569 
 31.36   30.937955928   1.001641941 
 31.37   30.947972344   1.001641314 
 31.38   30.957988754   1.001640687 
 31.39   30.968005158   1.001640060 
 31.40   30.978021555   1.001639434 
 31.41   30.988037946   1.001638808 
 31.42   30.998054331   1.001638183 
 31.43   31.008070710   1.001637558 
 31.44   31.018087082   1.001636934 
 31.45   31.028103449   1.001636310 
 31.46   31.038119809   1.001635687 
 31.47   31.048136162   1.001635064 
 31.48   31.058152510   1.001634441 
 31.49   31.068168851   1.001633819 
 31.50   31.078185186   1.001633197 
 31.51   31.088201515   1.001632576 
 31.52   31.098217838   1.001631955 
 31.53   31.108234154   1.001631335 
 31.54   31.118250465   1.001630715 
 31.55   31.128266769   1.001630096 
 31.56   31.138283066   1.001629477 
 31.57   31.148299358   1.001628858 
 31.58   31.158315644   1.001628240 
 31.59   31.168331923   1.001627623 
 31.60   31.178348196   1.001627006 
 31.61   31.188364463   1.001626389 
 31.62   31.198380724   1.001625773 
 31.63   31.208396978   1.001625157 
 31.64   31.218413227   1.001624541 
 31.65   31.228429469   1.001623926 
 31.66   31.238445705   1.001623312 
 31.67   31.248461936   1.001622698 
 31.68   31.258478159   1.001622084 
 31.69   31.268494377   1.001621471 
 31.70   31.278510589   1.001620858 
 31.71   31.288526794   1.001620246 
 31.72   31.298542994   1.001619634 
 31.73   31.308559187   1.001619022 
 31.74   31.318575374   1.001618411 
 31.75   31.328591555   1.001617801 
 31.76   31.338607730   1.001617191 
 31.77   31.348623899   1.001616581 
 31.78   31.358640062   1.001615972 
 31.79   31.368656219   1.001615363 
 31.80   31.378672369   1.001614754 
 31.81   31.388688514   1.001614146 
 31.82   31.398704652   1.001613539 
 31.83   31.408720784   1.001612932 
 31.84   31.418736911   1.001612325 
 31.85   31.428753031   1.001611719 
 31.86   31.438769145   1.001611113 
 31.87   31.448785253   1.001610507 
 31.88   31.458801355   1.001609903 
 31.89   31.468817451   1.001609298 
 31.90   31.478833541   1.001608694 
 31.91   31.488849625   1.001608090 
 31.92   31.498865703   1.001607487 
 31.93   31.508881775   1.001606884 
 31.94   31.518897841   1.001606282 
 31.95   31.528913900   1.001605680 
 31.96   31.538929954   1.001605078 
 31.97   31.548946002   1.001604477 
 31.98   31.558962044   1.001603876 
 31.99   31.568978080   1.001603276 
 32.00   31.578994109   1.001602676 
 32.01   31.589010133   1.001602077 
 32.02   31.599026151   1.001601478 
 32.03   31.609042163   1.001600879 
 32.04   31.619058168   1.001600281 
 32.05   31.629074168   1.001599684 
 32.06   31.639090162   1.001599086 
 32.07   31.649106150   1.001598489 
 32.08   31.659122132   1.001597893 
 32.09   31.669138108   1.001597297 
 32.10   31.679154078   1.001596701 
 32.11   31.689170042   1.001596106 
 32.12   31.699186000   1.001595511 
 32.13   31.709201952   1.001594917 
 32.14   31.719217898   1.001594323 
 32.15   31.729233839   1.001593730 
 32.16   31.739249773   1.001593137 
 32.17   31.749265701   1.001592544 
 32.18   31.759281624   1.001591952 
 32.19   31.769297540   1.001591360 
 32.20   31.779313451   1.001590768 
 32.21   31.789329356   1.001590177 
 32.22   31.799345255   1.001589587 
 32.23   31.809361147   1.001588997 
 32.24   31.819377034   1.001588407 
 32.25   31.829392916   1.001587817 
 32.26   31.839408791   1.001587228 
 32.27   31.849424660   1.001586640 
 32.28   31.859440524   1.001586052 
 32.29   31.869456381   1.001585464 
 32.30   31.879472233   1.001584877 
 32.31   31.889488079   1.001584290 
 32.32   31.899503919   1.001583704 
 32.33   31.909519753   1.001583117 
 32.34   31.919535581   1.001582532 
 32.35   31.929551403   1.001581947 
 32.36   31.939567220   1.001581362 
 32.37   31.949583031   1.001580777 
 32.38   31.959598836   1.001580193 
 32.39   31.969614635   1.001579610 
 32.40   31.979630428   1.001579027 
 32.41   31.989646215   1.001578444 
 32.42   31.999661997   1.001577861 
 32.43   32.009677772   1.001577279 
 32.44   32.019693542   1.001576698 
 32.45   32.029709306   1.001576117 
 32.46   32.039725065   1.001575536 
 32.47   32.049740817   1.001574956 
 32.48   32.059756564   1.001574376 
 32.49   32.069772305   1.001573796 
 32.50   32.079788040   1.001573217 
 32.51   32.089803769   1.001572638 
 32.52   32.099819492   1.001572060 
 32.53   32.109835210   1.001571482 
 32.54   32.119850922   1.001570905 
 32.55   32.129866628   1.001570327 
 32.56   32.139882329   1.001569751 
 32.57   32.149898023   1.001569174 
 32.58   32.159913712   1.001568598 
 32.59   32.169929395   1.001568023 
 32.60   32.179945072   1.001567448 
 32.61   32.189960744   1.001566873 
 32.62   32.199976410   1.001566299 
 32.63   32.209992070   1.001565725 
 32.64   32.220007724   1.001565151 
 32.65   32.230023373   1.001564578 
 32.66   32.240039016   1.001564005 
 32.67   32.250054653   1.001563433 
 32.68   32.260070285   1.001562861 
 32.69   32.270085910   1.001562290 
 32.70   32.280101530   1.001561718 
 32.71   32.290117145   1.001561148 
 32.72   32.300132753   1.001560577 
 32.73   32.310148356   1.001560007 
 32.74   32.320163954   1.001559438 
 32.75   32.330179545   1.001558869 
 32.76   32.340195131   1.001558300 
 32.77   32.350210711   1.001557731 
 32.78   32.360226286   1.001557163 
 32.79   32.370241854   1.001556596 
 32.80   32.380257417   1.001556029 
 32.81   32.390272975   1.001555462 
 32.82   32.400288527   1.001554895 
 32.83   32.410304073   1.001554329 
 32.84   32.420319613   1.001553764 
 32.85   32.430335148   1.001553198 
 32.86   32.440350677   1.001552634 
 32.87   32.450366201   1.001552069 
 32.88   32.460381719   1.001551505 
 32.89   32.470397231   1.001550941 
 32.90   32.480412737   1.001550378 
 32.91   32.490428238   1.001549815 
 32.92   32.500443734   1.001549252 
 32.93   32.510459224   1.001548690 
 32.94   32.520474708   1.001548128 
 32.95   32.530490186   1.001547567 
 32.96   32.540505659   1.001547006 
 32.97   32.550521126   1.001546445 
 32.98   32.560536588   1.001545885 
 32.99   32.570552044   1.001545325 
 33.00   32.580567494   1.001544766 
 33.01   32.590582939   1.001544207 
 33.02   32.600598379   1.001543648 
 33.03   32.610613812   1.001543090 
 33.04   32.620629240   1.001542532 
 33.05   32.630644663   1.001541974 
 33.06   32.640660080   1.001541417 
 33.07   32.650675491   1.001540860 
 33.08   32.660690897   1.001540304 
 33.09   32.670706297   1.001539748 
 33.10   32.680721692   1.001539192 
 33.11   32.690737081   1.001538637 
 33.12   32.700752465   1.001538082 
 33.13   32.710767843   1.001537527 
 33.14   32.720783215   1.001536973 
 33.15   32.730798582   1.001536420 
 33.16   32.740813944   1.001535866 
 33.17   32.750829300   1.001535313 
 33.18   32.760844650   1.001534761 
 33.19   32.770859995   1.001534208 
 33.20   32.780875334   1.001533656 
 33.21   32.790890668   1.001533105 
 33.22   32.800905996   1.001532554 
 33.23   32.810921319   1.001532003 
 33.24   32.820936636   1.001531453 
 33.25   32.830951948   1.001530903 
 33.26   32.840967254   1.001530353 
 33.27   32.850982555   1.001529804 
 33.28   32.860997850   1.001529255 
 33.29   32.871013140   1.001528706 
 33.30   32.881028424   1.001528158 
 33.31   32.891043703   1.001527610 
 33.32   32.901058977   1.001527063 
 33.33   32.911074245   1.001526516 
 33.34   32.921089507   1.001525969 
 33.35   32.931104764   1.001525423 
 33.36   32.941120015   1.001524877 
 33.37   32.951135262   1.001524332 
 33.38   32.961150502   1.001523786 
 33.39   32.971165737   1.001523242 
 33.40   32.981180967   1.001522697 
 33.41   32.991196191   1.001522153 
 33.42   33.001211410   1.001521609 
 33.43   33.011226623   1.001521066 
 33.44   33.021241831   1.001520523 
 33.45   33.031257034   1.001519980 
 33.46   33.041272231   1.001519438 
 33.47   33.051287423   1.001518896 
 33.48   33.061302609   1.001518355 
 33.49   33.071317790   1.001517814 
 33.50   33.081332965   1.001517273 
 33.51   33.091348135   1.001516733 
 33.52   33.101363300   1.001516193 
 33.53   33.111378459   1.001515653 
 33.54   33.121393613   1.001515114 
 33.55   33.131408761   1.001514575 
 33.56   33.141423904   1.001514036 
 33.57   33.151439042   1.001513498 
 33.58   33.161454174   1.001512960 
 33.59   33.171469301   1.001512422 
 33.60   33.181484423   1.001511885 
 33.61   33.191499539   1.001511348 
 33.62   33.201514650   1.001510812 
 33.63   33.211529755   1.001510276 
 33.64   33.221544855   1.001509740 
 33.65   33.231559950   1.001509205 
 33.66   33.241575039   1.001508670 
 33.67   33.251590123   1.001508135 
 33.68   33.261605202   1.001507601 
 33.69   33.271620275   1.001507067 
 33.70   33.281635343   1.001506534 
 33.71   33.291650406   1.001506000 
 33.72   33.301665463   1.001505468 
 33.73   33.311680515   1.001504935 
 33.74   33.321695562   1.001504403 
 33.75   33.331710603   1.001503871 
 33.76   33.341725640   1.001503340 
 33.77   33.351740670   1.001502809 
 33.78   33.361755696   1.001502278 
 33.79   33.371770716   1.001501748 
 33.80   33.381785731   1.001501218 
 33.81   33.391800740   1.001500688 
 33.82   33.401815744   1.001500159 
 33.83   33.411830743   1.001499630 
 33.84   33.421845737   1.001499101 
 33.85   33.431860725   1.001498573 
 33.86   33.441875708   1.001498045 
 33.87   33.451890686   1.001497518 
 33.88   33.461905659   1.001496990 
 33.89   33.471920626   1.001496464 
 33.90   33.481935588   1.001495937 
 33.91   33.491950545   1.001495411 
 33.92   33.501965496   1.001494885 
 33.93   33.511980443   1.001494360 
 33.94   33.521995384   1.001493835 
 33.95   33.532010319   1.001493310 
 33.96   33.542025250   1.001492786 
 33.97   33.552040175   1.001492262 
 33.98   33.562055095   1.001491738 
 33.99   33.572070010   1.001491215 
 34.00   33.582084919   1.001490692 
 34.01   33.592099824   1.001490169 
 34.02   33.602114723   1.001489647 
 34.03   33.612129616   1.001489125 
 34.04   33.622144505   1.001488603 
 34.05   33.632159389   1.001488082 
 34.06   33.642174267   1.001487561 
 34.07   33.652189140   1.001487040 
 34.08   33.662204008   1.001486520 
 34.09   33.672218870   1.001486000 
 34.10   33.682233728   1.001485481 
 34.11   33.692248580   1.001484962 
 34.12   33.702263427   1.001484443 
 34.13   33.712278269   1.001483924 
 34.14   33.722293105   1.001483406 
 34.15   33.732307937   1.001482888 
 34.16   33.742322763   1.001482371 
 34.17   33.752337584   1.001481854 
 34.18   33.762352400   1.001481337 
 34.19   33.772367211   1.001480821 
 34.20   33.782382017   1.001480304 
 34.21   33.792396817   1.001479789 
 34.22   33.802411612   1.001479273 
 34.23   33.812426403   1.001478758 
 34.24   33.822441188   1.001478243 
 34.25   33.832455967   1.001477729 
 34.26   33.842470742   1.001477215 
 34.27   33.852485512   1.001476701 
 34.28   33.862500276   1.001476188 
 34.29   33.872515035   1.001475675 
 34.30   33.882529790   1.001475162 
 34.31   33.892544539   1.001474650 
 34.32   33.902559283   1.001474138 
 34.33   33.912574021   1.001473626 
 34.34   33.922588755   1.001473115 
 34.35   33.932603484   1.001472604 
 34.36   33.942618207   1.001472093 
 34.37   33.952632926   1.001471583 
 34.38   33.962647639   1.001471072 
 34.39   33.972662347   1.001470563 
 34.40   33.982677050   1.001470053 
 34.41   33.992691748   1.001469544 
 34.42   34.002706441   1.001469036 
 34.43   34.012721129   1.001468527 
 34.44   34.022735812   1.001468019 
 34.45   34.032750489   1.001467512 
 34.46   34.042765162   1.001467004 
 34.47   34.052779829   1.001466497 
 34.48   34.062794492   1.001465991 
 34.49   34.072809149   1.001465484 
 34.50   34.082823801   1.001464978 
 34.51   34.092838449   1.001464472 
 34.52   34.102853091   1.001463967 
 34.53   34.112867728   1.001463462 
 34.54   34.122882360   1.001462957 
 34.55   34.132896987   1.001462453 
 34.56   34.142911609   1.001461949 
 34.57   34.152926226   1.001461445 
 34.58   34.162940838   1.001460942 
 34.59   34.172955445   1.001460439 
 34.60   34.182970047   1.001459936 
 34.61   34.192984644   1.001459434 
 34.62   34.202999236   1.001458931 
 34.63   34.213013822   1.001458430 
 34.64   34.223028404   1.001457928 
 34.65   34.233042981   1.001457427 
 34.66   34.243057553   1.001456926 
 34.67   34.253072119   1.001456426 
 34.68   34.263086681   1.001455926 
 34.69   34.273101238   1.001455426 
 34.70   34.283115790   1.001454926 
 34.71   34.293130336   1.001454427 
 34.72   34.303144878   1.001453928 
 34.73   34.313159415   1.001453430 
 34.74   34.323173947   1.001452932 
 34.75   34.333188474   1.001452434 
 34.76   34.343202996   1.001451936 
 34.77   34.353217512   1.001451439 
 34.78   34.363232024   1.001450942 
 34.79   34.373246531   1.001450446 
 34.80   34.383261033   1.001449949 
 34.81   34.393275530   1.001449453 
 34.82   34.403290022   1.001448958 
 34.83   34.413304509   1.001448463 
 34.84   34.423318992   1.001447968 
 34.85   34.433333469   1.001447473 
 34.86   34.443347941   1.001446979 
 34.87   34.453362408   1.001446485 
 34.88   34.463376871   1.001445991 
 34.89   34.473391328   1.001445498 
 34.90   34.483405781   1.001445005 
 34.91   34.493420228   1.001444512 
 34.92   34.503434671   1.001444019 
 34.93   34.513449109   1.001443527 
 34.94   34.523463541   1.001443035 
 34.95   34.533477969   1.001442544 
 34.96   34.543492392   1.001442053 
 34.97   34.553506810   1.001441562 
 34.98   34.563521224   1.001441072 
 34.99   34.573535632   1.001440581 
 35.00   34.583550035   1.001440091 
 35.01   34.593564434   1.001439602 
 35.02   34.603578827   1.001439113 
 35.03   34.613593216   1.001438624 
 35.04   34.623607600   1.001438135 
 35.05   34.633621979   1.001437647 
 35.06   34.643636353   1.001437159 
 35.07   34.653650722   1.001436671 
 35.08   34.663665086   1.001436184 
 35.09   34.673679445   1.001435697 
 35.10   34.683693800   1.001435210 
 35.11   34.693708150   1.001434723 
 35.12   34.703722494   1.001434237 
 35.13   34.713736834   1.001433752 
 35.14   34.723751169   1.001433266 
 35.15   34.733765500   1.001432781 
 35.16   34.743779825   1.001432296 
 35.17   34.753794146   1.001431811 
 35.18   34.763808461   1.001431327 
 35.19   34.773822772   1.001430843 
 35.20   34.783837078   1.001430360 
 35.21   34.793851379   1.001429876 
 35.22   34.803865676   1.001429393 
 35.23   34.813879967   1.001428910 
 35.24   34.823894254   1.001428428 
 35.25   34.833908536   1.001427946 
